,TOTAL MX
2193,0.0
2195,0.0
2196,53.709999999999994
2197,568.4
2198,0.0
2199,5588.0
2200,0.0
2201,0.0
2202,0.0
2203,575.49
2204,194.91
2205,643.8
2206,2262.0
2207,1508.0
2208,129.45999999999998
2209,776.74
2210,0.0
2211,58.32000000000001
2212,127.6
2213,6496.0
2214,1449.44
2215,2505.6
2216,6439.6
2217,6440.299999999999
2218,687.3800000000001
2219,0.0
2220,0.0
2221,0.0
2222,0.0
2223,5410.24
2224,0.0
2225,96.0
2226,630.11
2227,2923.2
2228,348.0
2229,1479.0
2230,986.0
2231,0.0
2232,172.95999999999998
2234,0.0
2235,0.0
2236,7644.45
2239,0.0
2240,6499.0
2241,-776.74
2242,-129.45999999999998
2243,208.28
2244,0.0
2245,1986.95
2246,211.42
2247,53.0
2248,241.33
2249,689.04
2250,549.01
2251,2561.91
2255,0.0
2256,3751.44
2257,348.0
2258,0.01
2259,0.01
2260,3059.96
2261,3306.0
2262,425.02
2263,0.0
2264,250.0
2265,350.0
2266,1200.0
2267,411.85
2268,457.98
2270,7103.7
2271,144.0
2272,4766.66
2273,4471.8
2274,92.36
2275,17.62
2276,1107.8
2277,96.46
2278,742.4
2279,0.0
2280,6635.2
2281,385.12
2282,1400.65
2283,452.4
2284,5161.540000000001
2285,1924.3200000000002
2286,750.04
2288,4150.0
2290,0.01
2291,556.8
2292,1000.0
2293,200.0
2294,215.48
2295,3132.0
2296,22.0
2297,305.34000000000003
2298,3828.0
2299,0.0
2300,398.15000000000003
2301,1998.6000000000001
2302,108.34
2304,139.97
2305,3323.4
2306,420.63
2307,994.18
2308,6675.299999999999
2309,147.0
2310,567.47
2312,0.0
2313,0.0
2315,169.66
2316,2300.0
2317,6349.200000000001
2318,0.0
2319,0.0
2320,160.23
2321,3131.8
2322,454.70000000000005
2325,430.69
2326,5609.82
2327,1916.22
2328,0.0
2329,0.0
2330,24.3
2331,4176.0
2332,365.4
2333,180.0
2334,0.0
2335,0.0
2336,6842.84
2337,4275.76
2338,2639.0
2339,93.09
2340,4192.7
2341,167.04
2342,399.0
2343,2320.0
2344,1920.0
2345,0.0
2346,0.0
2348,6960.0
2349,2563.5899999999997
2350,200.0
2351,77.66999999999999
2352,436.62
2353,309.07
2354,0.0
2355,229.68
2356,1566.0
2357,29.8
2358,345.0
2360,195.0
2361,1044.0
2362,0.0
2363,0.0
2364,4.08
2365,1026.6
2366,0.0
2367,0.0
2368,1862.96
2369,3812.69
2370,649.6
2371,73.86
2373,4872.0
2375,0.0
2376,0.0
2377,2112.3
2378,72.23
2379,945.42
2380,397.95
2383,3149.4
2384,3480.0
2385,3771.45
2386,0.0
2387,33.43
2389,144.0
2390,28.65
2391,162.4
2392,185.6
2393,52.06
2394,24.41
2395,4732.8
2396,2053.2
2397,7816.8
2398,94.94
2399,4180.35
2400,5878.21
2401,754.02
2403,580.0
2404,3688.8
2405,1238.88
2406,721.0300000000001
2407,250.0
2408,3628.48
2409,0.0
2410,0.0
2411,0.0
2412,0.0
2413,2610.0
2414,4245.6
2415,269.88
2416,224.70000000000002
2417,398.99
2418,406.0
2419,3062.4
2420,217.14999999999998
2421,0.0
2422,1578.5
2423,459.16999999999996
2424,3770.0
2425,7703.7300000000005
2426,156.1
2427,3944.0
2428,0.0
2431,1656.48
2432,2059.77
2433,1586.05
2435,1862.96
2436,1095.97
2437,0.0
2438,2670.87
2439,0.0
2441,2738.76
2442,6349.200000000001
2443,144.0
2444,1125.2
2445,32.35
2446,62.53
2447,575.36
2448,1962.48
2449,0.0
2450,0.0
2451,0.0
2452,0.0
2453,1670.4
2454,524.78
2456,5015.38
2457,0.0
2458,0.0
2459,83.4
2460,649.6
2461,487.2
2463,0.0
2464,4093.48
2465,306.94000000000005
2466,1876.56
2467,525.48
2469,3827.42
2470,2970.44
2471,-4772.03
2472,2436.0
2474,6252.4
2475,219.26000000000002
2476,4739.76
2477,1550.0
2478,3406.92
2479,120.18
2480,2267.8
2481,0.0
2482,1765.52
2484,0.99
2486,201.34
2487,607.7800000000001
2488,4817.97
2489,0.0
2490,0.0
2491,0.01
2494,168.0
2495,6439.6
2496,6440.299999999999
2497,6701.049999999999
2498,120.57
2500,2610.0
2501,1740.0
2502,299.0
2503,282.23
2504,3487.04
2505,313.33000000000004
2507,6902.09
2508,568.4
2509,5845.110000000001
2510,0.0
2511,144.0
2512,1740.0
2513,141.43
2514,290.0
2515,227.04
2516,0.0
2517,0.0
2518,2526.48
2520,0.0
2521,736.49
2522,0.0
2523,0.0
2524,0.0
2525,0.0
2526,0.0
2527,3374.43
2528,0.0
2529,0.0
2530,0.0
2531,1026.43
2532,4766.66
2533,176.29999999999998
2534,1067.2
2535,549.01
2536,2529.11
2537,0.0
2538,290.0
2539,399.0
2540,3352.4
2541,440.8
2543,44.0
2544,371.2
2545,92.94999999999999
2546,1364.66
2547,64.89
2548,4801.5
2549,213.44
2550,1400.65
2551,1000.0
2552,7447.08
2553,1681.77
2555,2784.0
2556,165.01999999999998
2557,4906.8
2558,75.43
2559,1941.18
2560,687.47
2561,-3406.92
2562,3406.92
2563,371.2
2565,130.13
2566,809.6800000000001
2567,303.92
2568,6884.32
2569,721.52
2570,0.0
2571,0.0
2572,73.86
2573,6349.200000000001
2574,144.0
2575,290.0
2576,5394.0
2577,591.6
2578,369.0
2579,62.35
2580,2784.0
2581,580.0
2582,1382.84
2585,0.0
2586,0.0
2587,696.0
2588,0.0
2589,1352.58
2591,261.29
2592,0.0
2593,0.0
2595,121.55
2596,90.84
2597,325.77
2598,877.42
2599,0.0
2600,2137.88
2602,1392.0
2603,0.0
2604,3985.27
2605,427.88
2606,555.28
2607,3248.0
2608,386.72
2609,0.0
2610,2258.52
2612,2320.0
2613,49.11
2614,417.6
2615,643.8
2616,5220.0
2617,36.57
2618,186.12
2619,291.39
2620,0.0
2621,0.0
2622,0.0
2623,0.0
2624,0.0
2626,103.81
2629,2784.0
2630,0.0
2633,3349.4700000000003
2634,133.47
2636,4462.58
2637,0.0
2638,112.2
2639,0.0
2640,410.03000000000003
2642,85.81
2644,5003.5599999999995
2646,3770.0
2647,6174.9800000000005
2648,0.0
2650,7540.0
2651,459.28000000000003
2652,0.0
2653,0.0
2654,899.0
2655,602.04
2656,0.0
2657,240.0
2658,1148.4
2659,0.0
2660,0.0
2661,108.0
2662,688.14
2663,240.0
2664,0.0
2665,0.0
2666,210.0
2667,267.0
2668,1602.0
2669,0.0
2670,609.0
2671,2262.0
2672,237.0
2673,335.99
2674,1135.0
2676,431.52
2680,0.0
2681,0.0
2682,638.0
2683,177.48
2684,904.8
2685,1957.24
2687,-1200.0
2688,418.01
2689,106.52
2690,945.42
2691,2815.8399999999997
2693,1774.8
2694,398.99
2696,2748.02
2698,380.48
2699,0.0
2700,0.0
2701,6349.200000000001
2703,357.05
2704,83.22
2706,580.0
2707,3950.0099999999998
2708,0.0
2709,119.02
2710,0.0
2711,4593.6
2712,0.0
2713,0.0
2714,1383.3
2715,0.0
2716,0.0
2718,0.0
2720,206.10000000000002
2721,654.24
2723,1666.75
2725,5036.49
2726,698.61
2727,2267.8
2728,2954.64
2729,65.50999999999999
2730,2472.09
2731,92.00999999999999
2733,0.0
2734,1365.01
2735,380.0
2736,3712.0
2737,208.8
2738,0.0
2739,57.07
2740,1190.0
2741,0.0
2742,0.0
2743,1423.4399999999998
2744,1592.68
2745,335.16
2746,0.0
2747,1077.06
2748,1310.8
2749,126.61000000000001
2750,4640.0
2751,4640.0
2752,2204.0
2753,51.04
2754,0.0
2755,0.0
2756,0.0
2757,823.6
2758,0.0
2759,0.0
2760,0.0
2763,0.0
2764,1290.0
2766,0.0
2768,3196.35
2769,0.0
2770,97.52
2771,290.0
2772,2010.4099999999999
2773,3224.8
2774,-350.0
2775,4695.6900000000005
2776,238.5
2778,0.0
2779,0.0
2780,0.0
2781,0.0
2782,0.0
2784,0.0
2785,0.0
2786,0.0
2787,207.95000000000002
2789,208.28
2790,6032.0
2791,280.56
2792,167.85
2793,0.0
2794,0.0
2795,192.0
2797,108.0
2798,0.0
2799,0.0
2800,0.0
2802,568.4
2803,365.4
2804,6439.6
2805,6440.299999999999
2806,0.0
2807,0.0
2808,0.0
2809,0.0
2810,99.5
2812,300.79
2813,210.89000000000001
2814,0.0
2815,549.01
2816,2531.69
2817,781.84
2818,4994.9800000000005
2819,417.6
2820,814.3199999999999
2821,0.0
2822,0.0
2823,2654.08
2824,0.0
2825,0.0
2826,0.0
2827,65.96
2828,119.73
2829,469.99
2830,185.6
2831,0.0
2832,136.73
2833,110.0
2834,0.0
2836,515.84
2837,165.3
2838,0.0
2839,0.0
2840,0.0
2841,399.0
2842,0.0
2844,2320.0
2845,4766.66
2846,0.0
2847,6612.0
2848,683.66
2849,1737.7199999999998
2850,120.55
2851,2552.0
2852,800.4
2853,457.99
2856,1783.99
2857,1839.9999999999998
2858,392.08
2859,446.02
2860,168.78
2861,2800.0
2862,323.76
2863,842.65
2864,134.73000000000002
2865,1400.65
2866,1404.0600000000002
2867,0.0
2868,0.0
2869,0.0
2870,0.0
2871,2969.6
2872,0.0
2873,0.0
2874,1000.0
2875,5161.540000000001
2876,6349.200000000001
2877,700.0
2878,1076.48
2879,332.15999999999997
2880,0.0
2881,100.0
2882,24.02
2883,7826.0
2884,0.0
2885,367.92
2886,108.0
2888,93.64
2889,950.0
2890,0.0
2891,0.0
2892,6490.2
2894,66.64
2895,0.0
2896,3087.5299999999997
2897,0.0
2898,224.02
2899,850.0
2900,1056.01
2901,1856.0
2902,2026.98
2905,559.0
2906,207.96
2907,1860.54
2908,160.34
2909,305.34000000000003
2910,270.16
2912,1754.5
2913,139.2
2914,394.4
2915,498.8
2916,1856.0
2917,144.11
2918,0.0
2919,1237.72
2920,0.0
2923,6960.0
2924,1825.18
2925,195.1
2926,41.56
2927,2781.1
2928,2382.64
2930,2786.32
2931,0.0
2932,0.0
2933,0.0
2934,0.0
2935,0.0
2936,0.0
2937,0.0
2938,0.0
2939,1660.4899999999998
2940,0.0
2941,1859.9999999999998
2944,0.0
2945,0.0
2946,0.0
2947,0.0
2948,0.0
2949,0.0
2950,2320.0
2951,1972.0
2952,144.0
2954,0.0
2955,1168.12
2956,-580.0
2957,233.38
2959,0.0
2960,200.0
2962,58.0
2963,0.0
2964,200.02
2965,567.5
2966,451.88
2967,2784.0
2968,835.2
2969,130.13
2970,188.0
2972,6067.67
2973,0.0
2974,2695.21
2975,503.49
2976,270.85
2979,0.0
2980,2436.0
2981,-207.95000000000002
2982,23.26
2983,1967.08
2984,375.65
2986,0.0
2987,0.0
2988,0.0
2989,0.0
2993,7656.0
2994,0.0
2995,0.0
2996,476.76
2997,347.49
2998,3094.67
2999,134.79999999999998
3000,3134.9
3002,5125.95
3003,0.0
3004,0.0
3005,7099.2
3006,0.0
3007,0.0
3008,0.0
3009,2654.08
3011,1114.0
3012,400.0
3013,227.36
3014,53.74
3015,398.99
3016,0.0
3017,308.0
3018,1954.37
3019,0.0
3020,6867.78
3021,6349.200000000001
3022,200.0
3023,72.0
3024,417.6
3025,69.6
3026,6960.0
3027,65.8
3028,1252.8
3029,169.33999999999997
3030,4695.6900000000005
3032,0.0
3033,0.0
3034,568.63
3035,0.0
3036,2475.92
3037,0.0
3038,294.64
3039,40.56
3040,2331.74
3041,0.0
3042,46.760000000000005
3043,226.2
3044,317.4
3045,1020.8
3046,313.2
3047,1666.75
3048,130.13
3049,2267.8
3052,-177.7
3054,330.01
3055,1218.0
3056,130.0
3057,3900.5
3058,509.4
3059,3554.24
3060,400.0
3061,2095.7599999999998
3062,273.09
3063,175.0
3065,2088.0
3067,1554.4
3069,813.88
3070,0.0
3071,3572.8
3072,2208.06
3073,0.0
3074,154.14999999999998
3075,240.0
3076,116.0
3077,1299.2
3078,0.0
3079,0.0
3080,0.0
3081,3238.8999999999996
3082,6124.8
3083,518.03
3084,1265.56
3085,0.0
3087,1624.0
3088,2389.6
3089,0.0
3090,0.0
3091,0.0
3093,500.0
3094,297.66
3095,200.0
3096,0.0
3097,0.0
3099,6712.9800000000005
3100,0.0
3101,0.0
3102,6439.6
3103,6440.299999999999
3104,27.400000000000002
3105,0.0
3106,0.0
3107,148.0
3108,300.0
3109,48.550000000000004
3110,1860.32
3111,3248.0
3112,0.0
3113,568.4
3114,208.8
3115,937.28
3116,3983.44
3117,0.0
3119,399.0
3120,0.0
3121,0.0
3122,0.0
3123,0.0
3124,835.0
3125,2480.0
3126,643.8
3127,1972.0
3128,1479.0
3130,0.0
3131,240.79
3132,1566.12
3134,0.0
3135,0.0
3136,580.0
3138,4302.9
3139,0.0
3140,151.6
3142,2494.8900000000003
3143,2459.2
3144,-250.0
3145,348.51
3146,850.0
3148,650.0
3149,5363.84
3150,417.6
3151,0.0
3152,1390.52
3153,55.800000000000004
3154,2525.58
3155,549.01
3157,0.0
3158,0.0
3159,2094.31
3160,1945.32
3161,0.0
3162,6349.200000000001
3163,4766.66
3164,812.0
3165,200.0
3166,954.5799999999999
3167,102.00999999999999
3168,439.0
3169,1228.06
3170,5233.05
3171,0.0
3172,392.08
3173,0.0
3174,0.0
3175,0.0
3176,410.55
3178,0.0
3179,0.0
3181,111.0
3182,0.0
3183,0.0
3185,300.0
3186,141.09
3187,169.0
3188,3190.0
3189,1429.0900000000001
3190,2321.16
3191,438.48
3192,0.0
3193,1312.5
3194,49.67
3196,0.0
3197,0.0
3198,2278.56
3199,3567.0
3200,1400.65
3203,818.08
3204,85.76
3205,160.07999999999998
3206,0.0
3207,5394.0
3208,139.2
3209,4060.0
3210,4875.579999999999
3211,767.49
3214,0.0
3215,4350.0
3216,1267.9499999999998
3217,208.8
3218,6380.0
3219,2436.0
3220,12.18
3221,0.0
3222,915.16
3223,0.0
3224,0.0
3225,0.0
3226,0.0
3227,0.0
3228,1769.0
3230,796.2700000000001
3231,0.0
3232,2006.8
3233,2320.0
3234,0.0
3235,0.0
3236,0.0
3237,58.07
3238,336.4
3239,284.32
3240,1862.96
3241,4276.6900000000005
3242,0.0
3243,644.4
3244,0.0
3245,210.0
3246,4696.37
3247,2506.76
3248,267.0
3249,36.0
3251,411.29
3252,3944.0
3253,389.76
3254,7656.0
3255,130.13
3256,139.2
3260,216.57
3261,0.0
3262,1669.47
3263,3229.44
3264,1044.0
3265,317.35999999999996
3266,1716.8
3267,42.410000000000004
3268,1026.02
3271,1276.0
3272,0.0
3273,5282.64
3275,2262.0
3277,1037.0
3278,1044.0
3279,0.0
3280,200.0
3281,2191.02
3282,0.0
3283,0.0
3284,278.28
3285,0.0
3286,0.0
3288,0.0
3289,-229.99000000000004
3290,0.0
3291,148.0
3292,215.48
3293,101.41
3294,7780.84
3296,0.0
3297,6349.200000000001
3298,2280.1
3300,51.14
3301,2836.28
3302,1837.44
3303,398.99
3304,2226.62
3305,28.0
3308,986.0
3310,13.3
3312,461.33
3313,1253.74
3314,25.21
3315,0.0
3316,-21.0
3317,4102.55
3318,0.0
3319,1666.75
3320,0.0
3321,0.0
3322,0.0
3323,2322.17
3324,0.0
3325,2639.0
3326,0.0
3327,0.0
3328,2267.8
3331,3238.8999999999996
3333,816.1099999999999
3334,0.0
3336,927.6
3337,150.0
3338,2650.3700000000003
3339,190.0
3340,0.0
